Ticker,Strategy,Signal,Price,Action,Timestamp,Exit_Reason
NVDA,Random Forest,0.0,206.64,SELL/HOLD,2026-08-04 22:07:45,SIGNAL
TSLA,Logistic Regression,1.0,322.08,BUY,2026-08-04 22:07:45,
AAPL,Logistic Regression,1.0,303.42,BUY,2026-08-04 22:07:45,SIGNAL
JPM,SMA Crossover,1.0,352.64,BUY,2026-08-04 22:07:45,
IBM,Bollinger Bands,0.0,226.31,SELL/HOLD,2026-08-04 22:07:45,
NVDA,Random Forest,0.0,211.94,SELL/HOLD,2026-08-05 22:08:19,
TSLA,Logistic Regression,1.0,327.35,BUY,2026-08-05 22:08:19,
AAPL,Logistic Regression,1.0,309.38,BUY,2026-08-05 22:08:19,
JPM,SMA Crossover,1.0,357.52,BUY,2026-08-05 22:08:19,
IBM,Bollinger Bands,0.0,235.15,SELL/HOLD,2026-08-05 22:08:19,
NVDA,Random Forest,0.0,218.99,SELL/HOLD,2026-08-07 01:00:35,
TSLA,Logistic Regression,1.0,319.53,BUY,2026-08-07 01:00:35,
AAPL,Logistic Regression,1.0,312.41,BUY,2026-08-07 01:00:35,
JPM,SMA Crossover,1.0,356.3,BUY,2026-08-07 01:00:35,
IBM,Bollinger Bands,0.0,233.43,SELL/HOLD,2026-08-07 01:00:35,
NVDA,Random Forest,0.0,218.99,SELL/HOLD,2026-08-07 21:34:21,
TSLA,Logistic Regression,1.0,319.53,BUY,2026-08-07 21:34:21,
AAPL,Logistic Regression,1.0,312.41,BUY,2026-08-07 21:34:21,
JPM,SMA Crossover,1.0,356.3,BUY,2026-08-07 21:34:21,
IBM,Bollinger Bands,0.0,233.43,SELL/HOLD,2026-08-07 21:34:21,
NVDA,Random Forest,1.0,223.96,BUY,2026-08-10 21:36:59,SIGNAL
TSLA,Logistic Regression,1.0,328.58,BUY,2026-08-10 21:36:59,
AAPL,Logistic Regression,1.0,313.33,BUY,2026-08-10 21:36:59,
JPM,SMA Crossover,1.0,357.52,BUY,2026-08-10 21:36:59,
IBM,Bollinger Bands,0.0,237.28,SELL/HOLD,2026-08-10 21:36:59,
NVDA,Random Forest,1.0,217.55,BUY,2026-08-11 21:40:55,
TSLA,Logistic Regression,1.0,330.88,BUY,2026-08-11 21:40:55,
AAPL,Logistic Regression,1.0,308.26,BUY,2026-08-11 21:40:55,
JPM,SMA Crossover,1.0,359.79,BUY,2026-08-11 21:40:55,
IBM,Bollinger Bands,0.0,236.31,SELL/HOLD,2026-08-11 21:40:55,
NVDA,Random Forest,1.0,217.5,BUY,2026-08-12 21:40:26,
TSLA,Logistic Regression,1.0,332.81,BUY,2026-08-12 21:40:26,
AAPL,Logistic Regression,1.0,304.91,BUY,2026-08-12 21:40:26,
JPM,SMA Crossover,1.0,362.04,BUY,2026-08-12 21:40:26,
IBM,Bollinger Bands,0.0,238.42,SELL/HOLD,2026-08-12 21:40:26,
NVDA,Random Forest,0.0,224.09,SELL/HOLD,2026-08-13 21:39:52,SIGNAL
TSLA,Logistic Regression,1.0,327.51,BUY,2026-08-13 21:39:52,
AAPL,Logistic Regression,0.0,302.25,SELL/HOLD,2026-08-13 21:39:52,SIGNAL
JPM,SMA Crossover,1.0,365.18,BUY,2026-08-13 21:39:52,
IBM,Bollinger Bands,0.0,235.98,SELL/HOLD,2026-08-13 21:39:52,
NVDA,EMA Crossover,1.0,225.16,BUY,2026-08-14 02:14:16,SIGNAL
TSLA,SMA Crossover,0.0,342.27,SELL/HOLD,2026-08-14 02:14:16,SIGNAL
AAPL,Logistic Regression,0.0,305.93,SELL/HOLD,2026-08-14 02:14:16,
JPM,SMA Crossover,1.0,362.84,BUY,2026-08-14 02:14:16,
IBM,Bollinger Bands,0.0,234.32,SELL/HOLD,2026-08-14 02:14:16,
NVDA,Bollinger Bands,0.0,225.01,SELL/HOLD,2026-08-17 02:08:49,SIGNAL
TSLA,Bollinger Bands,0.0,339.3,SELL/HOLD,2026-08-17 02:08:49,
AAPL,EMA Crossover,1.0,305.59,BUY,2026-08-17 02:08:49,SIGNAL
JPM,SMA Crossover,1.0,360.96,BUY,2026-08-17 02:08:49,
IBM,Logistic Regression,0.0,228.85,SELL/HOLD,2026-08-17 02:08:49,
NVDA,Bollinger Bands,0.0,219.74,SELL/HOLD,2026-08-18 02:10:46,
TSLA,Bollinger Bands,0.0,336.87,SELL/HOLD,2026-08-18 02:10:46,
AAPL,EMA Crossover,1.0,310.03,BUY,2026-08-18 02:10:46,
JPM,SMA Crossover,1.0,363.25,BUY,2026-08-18 02:10:46,
IBM,Logistic Regression,0.0,232.67,SELL/HOLD,2026-08-18 02:10:46,
NVDA,Bollinger Bands,0.0,217.56,SELL/HOLD,2026-08-19 02:09:13,
TSLA,Bollinger Bands,0.0,351.12,SELL/HOLD,2026-08-19 02:09:13,
AAPL,EMA Crossover,1.0,316.83,BUY,2026-08-19 02:09:13,
JPM,SMA Crossover,1.0,357.26,BUY,2026-08-19 02:09:13,
IBM,Logistic Regression,0.0,237.16,SELL/HOLD,2026-08-19 02:09:13,
NVDA,Bollinger Bands,0.0,216.85,SELL/HOLD,2026-08-20 02:16:07,
TSLA,Bollinger Bands,0.0,345.13,SELL/HOLD,2026-08-20 02:16:07,
AAPL,EMA Crossover,1.0,311.3,BUY,2026-08-20 02:16:07,
JPM,SMA Crossover,1.0,351.55,BUY,2026-08-20 02:16:07,
IBM,Logistic Regression,0.0,233.69,SELL/HOLD,2026-08-20 02:16:07,
NVDA,Bollinger Bands,0.0,214.72,SELL/HOLD,2026-08-21 02:07:52,
TSLA,Bollinger Bands,0.0,362.86,SELL/HOLD,2026-08-21 02:07:52,
AAPL,EMA Crossover,1.0,309.35,BUY,2026-08-21 02:07:52,
JPM,SMA Crossover,1.0,351.58,BUY,2026-08-21 02:07:52,
IBM,Logistic Regression,0.0,235.68,SELL/HOLD,2026-08-21 02:07:52,
NVDA,Bollinger Bands,0.0,208.48,SELL/HOLD,2026-08-24 02:11:14,
TSLA,Bollinger Bands,0.0,348.95,SELL/HOLD,2026-08-24 02:11:14,
AAPL,EMA Crossover,1.0,310.34,BUY,2026-08-24 02:11:14,
JPM,SMA Crossover,1.0,356.39,BUY,2026-08-24 02:11:14,
IBM,Logistic Regression,1.0,231.04,BUY,2026-08-24 02:11:14,SIGNAL
NVDA,Bollinger Bands,0.0,213.05,SELL/HOLD,2026-08-25 02:17:00,
TSLA,Bollinger Bands,0.0,350.25,SELL/HOLD,2026-08-25 02:17:00,
AAPL,EMA Crossover,1.0,309.9,BUY,2026-08-25 02:17:00,
JPM,SMA Crossover,1.0,356.69,BUY,2026-08-25 02:17:00,
IBM,Logistic Regression,1.0,234.19,BUY,2026-08-25 02:17:00,
NVDA,Bollinger Bands,0.0,209.66,SELL/HOLD,2026-08-26 10:42:10,
TSLA,Bollinger Bands,0.0,345.82,SELL/HOLD,2026-08-26 10:42:10,
AAPL,EMA Crossover,1.0,313.45,BUY,2026-08-26 10:42:10,
JPM,SMA Crossover,1.0,356.5,BUY,2026-08-26 10:42:10,
IBM,Logistic Regression,1.0,229.87,BUY,2026-08-26 10:42:10,
NVDA,Bollinger Bands,0.0,227.98,SELL/HOLD,2026-08-27 12:19:57,
TSLA,Bollinger Bands,0.0,354.81,SELL/HOLD,2026-08-27 12:19:57,
AAPL,EMA Crossover,1.0,314.58,BUY,2026-08-27 12:19:57,
JPM,SMA Crossover,1.0,354.22,BUY,2026-08-27 12:19:57,
IBM,Logistic Regression,1.0,238.79,BUY,2026-08-27 12:19:57,
